model,sample,orientation,housing,dimming,rack,branch,socket,manufacturer,productName,lampShapeSize
19,10,h,0,0,6,7,10,Utilitech/Energetic,A19,YGA01A08-12W-830
19,11,u,1,0,1,8,9,Utilitech/Energetic,A19,YGA01A08-12W-830
19,12,u,1,0,6,8,2,Utilitech/Energetic,A19,YGA01A08-12W-830
19,13,u,1,0,6,8,3,Utilitech/Energetic,A19,YGA01A08-12W-830
19,14,u,1,0,6,8,4,Utilitech/Energetic,A19,YGA01A08-12W-830
19,15,u,1,0,6,8,5,Utilitech/Energetic,A19,YGA01A08-12W-830
19,16,u,0,0,7,8,6,Utilitech/Energetic,A19,YGA01A08-12W-830
19,17,u,0,0,7,8,7,Utilitech/Energetic,A19,YGA01A08-12W-830
19,18,u,0,0,7,8,8,Utilitech/Energetic,A19,YGA01A08-12W-830
19,19,u,0,0,7,8,9,Utilitech/Energetic,A19,YGA01A08-12W-830
19,20,u,0,0,7,8,10,Utilitech/Energetic,A19,YGA01A08-12W-830
19,21,d,0,1,2,2,9,Utilitech/Energetic,A19,YGA01A08-12W-830
19,22,d,0,1,2,2,10,Utilitech/Energetic,A19,YGA01A08-12W-830
19,23,u,0,1,2,4,8,Utilitech/Energetic,A19,YGA01A08-12W-830
19,24,u,0,1,2,4,9,Utilitech/Energetic,A19,YGA01A08-12W-830
19,25,d,0,0,1,4,9,Utilitech/Energetic,A19,YGA01A08-12W-830
19,26,h,0,1,2,6,9,Utilitech/Energetic,A19,YGA01A08-12W-830
19,27,h,0,1,2,6,10,Utilitech/Energetic,A19,YGA01A08-12W-830
19,28,u,1,1,2,8,8,Utilitech/Energetic,A19,YGA01A08-12W-830
19,29,u,1,1,2,8,9,Utilitech/Energetic,A19,YGA01A08-12W-830
19,30,u,1,1,2,8,10,Utilitech/Energetic,A19,YGA01A08-12W-830
19,31,u,0,1,2,4,10,Utilitech/Energetic,A19,YGA01A08-12W-830
20,1,u,0,1,2,4,5,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,2,u,0,1,2,4,6,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,3,u,0,1,2,4,7,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,4,d,0,1,2,2,7,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,5,d,0,1,2,2,8,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,6,h,0,1,2,6,7,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,7,h,0,1,2,6,8,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,8,u,1,1,2,8,5,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,9,u,1,1,2,8,6,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,10,u,1,1,2,8,7,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,11,d,0,0,6,2,1,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,12,d,0,0,6,2,2,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,13,d,0,0,6,2,3,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,14,d,0,0,6,2,4,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,15,d,0,0,6,2,5,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,16,h,0,0,6,7,1,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,17,h,0,0,6,7,2,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,18,h,0,0,6,7,3,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,19,h,0,0,6,7,4,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,20,h,0,0,6,7,5,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,21,u,1,0,1,8,10,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,22,u,1,0,6,8,7,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,23,u,1,0,6,8,8,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,24,u,1,0,6,8,9,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,25,u,1,0,6,8,10,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,26,u,0,0,7,8,1,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,27,u,0,0,7,8,2,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,28,u,0,0,7,8,3,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,29,u,0,0,7,8,4,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,30,u,0,0,7,8,5,LED Novation,A19,LEDH-A19-60-1-27D-IOE
20,31,d,0,0,1,4,10,LED Novation,A19,LEDH-A19-60-1-27D-IOE
